station_mac,first_seen,manufacturer,power,probed_ssid,last_seen,riot_id,current_ap_bssid,current_ap_essid,poweron_mac,fip_essid,time
B4:52:7D:09:4C:E5,2015-10-20T14:52:34-03:00,Sony Mobile Communications AB,-87,ConectaRecife,2015-10-20T15:22:31-03:00,001,,,,,1445365354
A0:99:9B:27:BD:9E,2015-10-20T10:57:51-03:00,Unknown,-83,,2015-10-20T15:22:24-03:00,001,,,,,1445365354
00:22:FB:52:E4:F6,2015-10-20T10:30:33-03:00,Intel Corporate,-81,sgpNET,2015-10-20T15:22:24-03:00,001,,,,,1445365354
68:94:23:F6:A4:53,2015-10-20T10:30:31-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-79,sgpNET,2015-10-20T15:22:23-03:00,001,,,,,1445365354
E4:90:7E:8A:20:A6,2015-10-20T10:49:30-03:00,Unknown,-79,"Branca cabelos.com,Teatro_Mamulengo 3224-1500,Vanessa-e-Milson...,.........,RioMar,fullmetal,TA-LISO-USA-Aiiii.,RecifeLink_Nadir,Baratinho do Bode,""recife. pe """,2015-10-20T15:22:29-03:00,001,,,,,1445365354
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-61,"SODET,IKW-WIFI",2015-10-20T15:22:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365354
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-61,SODET,2015-10-20T15:22:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365354
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-55,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T15:22:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365354
A0:99:9B:64:0F:23,2015-10-20T11:50:40-03:00,Unknown,-53,"SODET,IKW-WIFI",2015-10-20T15:22:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365354
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-53,SODET,2015-10-20T15:22:31-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365354
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-51,,2015-10-20T15:22:25-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365354
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-53,,2015-10-20T15:22:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365354
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-41,,2015-10-20T15:22:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365354
38:59:F9:29:E7:C7,2015-10-20T10:30:17-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-77,sgpNET,2015-10-20T15:22:41-03:00,001,,,,,1445365364
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-79,"CINUFPE,CINGUESTS,UFPE Livre,CIn-GUESTS2,ConectaRecife,SODET,WifiLab-Irineu,GVT-A4F0,La Cantina,Cetuati",2015-10-20T15:22:40-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
E4:90:7E:8A:20:A6,2015-10-20T10:49:30-03:00,Unknown,-79,"Branca cabelos.com,Teatro_Mamulengo 3224-1500,Vanessa-e-Milson...,.........,RioMar,fullmetal,TA-LISO-USA-Aiiii.,RecifeLink_Nadir,Baratinho do Bode,""recife. pe """,2015-10-20T15:22:36-03:00,001,,,,,1445365364
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-61,"SODET,IKW-WIFI",2015-10-20T15:22:42-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-41,"SODET,Milkyway,Milkyway N,MPL Chromecast",2015-10-20T15:22:40-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-61,SODET,2015-10-20T15:22:42-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-57,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T15:22:41-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
C8:6F:1D:0E:47:96,2015-10-20T10:46:03-03:00,Apple,-57,IKW-WIFI,2015-10-20T15:22:34-03:00,001,,,,,1445365364
A0:99:9B:64:0F:23,2015-10-20T11:50:40-03:00,Unknown,-55,"SODET,IKW-WIFI",2015-10-20T15:22:42-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-51,,2015-10-20T15:22:42-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-49,,2015-10-20T15:22:41-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-45,SODET,2015-10-20T15:22:41-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-41,,2015-10-20T15:22:42-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445365364
BE:CF:EF:E3:40:9B,2015-10-20T11:52:47-03:00,Unknown,-85,,2015-10-20T11:53:30-03:00,001,,,,,1445352821
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-85,SODET,2015-10-20T11:53:34-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-65,,2015-10-20T11:53:33-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-69,,2015-10-20T11:53:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-59,,2015-10-20T11:53:35-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-77,,2015-10-20T11:53:33-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-61,,2015-10-20T11:53:32-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-55,,2015-10-20T11:53:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-51,SODET,2015-10-20T11:53:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
40:0E:85:2C:A9:7C,2015-10-20T10:34:07-03:00,"Samsung Electro Mechanics co.,LTD.",-41,SODET,2015-10-20T11:53:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-45,,2015-10-20T11:53:37-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-21,SODET,2015-10-20T11:53:28-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352821
20:62:74:4B:78:50,2015-10-20T10:35:41-03:00,Microsoft Corporation,-91,sgpNET,2015-10-20T11:53:39-03:00,001,,,,,1445352831
E0:B5:2D:46:02:E0,2015-10-20T11:52:22-03:00,Apple,-89,,2015-10-20T11:53:40-03:00,001,,,,,1445352831
BE:CF:EF:E3:40:9B,2015-10-20T11:52:47-03:00,Unknown,-83,,2015-10-20T11:53:45-03:00,001,,,,,1445352831
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-85,SODET,2015-10-20T11:53:39-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
00:22:FB:52:E4:F6,2015-10-20T10:30:33-03:00,Intel Corporate,-81,sgpNET,2015-10-20T11:53:40-03:00,001,,,,,1445352831
E8:91:20:C3:E4:1F,2015-10-20T11:52:08-03:00,Unknown,-67,"TOMASELLI_NET,VIVO-WIFI,redelocal,EMPORIO,Carlinhos Cabelereiro,Vivo-Internet-B984,GVT-E25C,Espinheiro Palace,O Camarada Espinheiro,Petiscar bar",2015-10-20T11:53:44-03:00,001,,,,,1445352831
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-77,,2015-10-20T11:53:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-79,SODET,2015-10-20T11:53:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-67,,2015-10-20T11:53:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-69,,2015-10-20T11:53:46-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-55,,2015-10-20T11:53:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-65,,2015-10-20T11:53:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-55,SODET,2015-10-20T11:53:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
40:0E:85:2C:A9:7C,2015-10-20T10:34:07-03:00,"Samsung Electro Mechanics co.,LTD.",-45,SODET,2015-10-20T11:53:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-43,,2015-10-20T11:53:47-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-21,SODET,2015-10-20T11:53:38-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352831
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-81,SODET,2015-10-20T11:53:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
0C:74:C2:BF:BD:50,2015-10-20T11:51:48-03:00,Apple,-85,"SpaceInvaders,PACOALFANDEGA,Cafe Cultura,Qualcomm,QUALITICISCO2,Paco Real,NGPD,ARIES*,INCUBADORA,MARQUES METALNET 986005750",2015-10-20T11:53:48-03:00,001,,,,,1445352841
14:1A:A3:F2:7C:08,2015-10-20T11:53:53-03:00,Motorola Mobility LLC,-81,,2015-10-20T11:53:53-03:00,001,,,,,1445352841
E0:B5:2D:46:02:E0,2015-10-20T11:52:22-03:00,Apple,-81,,2015-10-20T11:53:56-03:00,001,,,,,1445352841
BE:CF:EF:E3:40:9B,2015-10-20T11:52:47-03:00,Unknown,-83,,2015-10-20T11:53:57-03:00,001,,,,,1445352841
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-77,,2015-10-20T11:53:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-71,SODET,2015-10-20T11:53:51-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-69,,2015-10-20T11:53:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
E8:91:20:C3:E4:1F,2015-10-20T11:52:08-03:00,Unknown,-75,"TOMASELLI_NET,Teatro_Mamulengo 3224-1500,redelocal,EMPORIO,Carlinhos Cabelereiro,Vivo-Internet-B984,GVT-E25C,Espinheiro Palace,O Camarada Espinheiro,Petiscar bar",2015-10-20T11:53:57-03:00,001,,,,,1445352841
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-65,,2015-10-20T11:53:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-55,,2015-10-20T11:53:48-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-53,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T11:53:56-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-53,,2015-10-20T11:53:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-57,,2015-10-20T11:53:58-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-51,SODET,2015-10-20T11:53:56-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-59,,2015-10-20T11:53:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
40:0E:85:2C:A9:7C,2015-10-20T10:34:07-03:00,"Samsung Electro Mechanics co.,LTD.",-49,SODET,2015-10-20T11:53:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-43,,2015-10-20T11:53:57-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-23,SODET,2015-10-20T11:53:49-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352841
20:62:74:4B:78:50,2015-10-20T10:35:41-03:00,Microsoft Corporation,-81,sgpNET,2015-10-20T11:51:06-03:00,001,,,,,1445352669
A0:99:9B:64:0F:23,2015-10-20T11:50:40-03:00,Unknown,-87,SODET,2015-10-20T11:51:05-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-89,SODET,2015-10-20T11:51:08-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
CC:29:F5:C5:E1:11,2015-10-20T11:51:00-03:00,Unknown,-89,,2015-10-20T11:51:00-03:00,001,,,,,1445352669
62:D3:E3:CA:23:75,2015-10-20T11:50:30-03:00,Unknown,-91,,2015-10-20T11:51:04-03:00,001,,,,,1445352669
DC:2B:61:2F:1D:87,2015-10-20T11:45:49-03:00,Apple,-81,"Restaurante Caro\u00C3\u00A1,UH 02,RAIZES_INT,kaiada2,FAC,DH02,DH03,GVT-6DFB,Ordones Clientes,HWF3C41",2015-10-20T11:51:06-03:00,001,,,,,1445352669
38:2D:D1:7E:9E:B3,2015-10-20T10:30:14-03:00,"Samsung Electronics Co.,Ltd",-83,,2015-10-20T11:51:00-03:00,001,,,,,1445352669
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-69,,2015-10-20T11:51:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-69,,2015-10-20T11:51:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-63,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T11:51:05-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-53,,2015-10-20T11:51:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-55,,2015-10-20T11:51:02-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-53,SODET,2015-10-20T11:51:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
40:0E:85:2C:A9:7C,2015-10-20T10:34:07-03:00,"Samsung Electro Mechanics co.,LTD.",-65,SODET,2015-10-20T11:51:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-51,,2015-10-20T11:51:00-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-51,,2015-10-20T11:51:03-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-45,,2015-10-20T11:51:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-43,,2015-10-20T11:51:04-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-21,SODET,2015-10-20T11:51:01-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352669
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-87,SODET,2015-10-20T11:51:17-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
CC:29:F5:C5:E1:11,2015-10-20T11:51:00-03:00,Unknown,-87,,2015-10-20T11:51:12-03:00,001,,,,,1445352679
A0:99:9B:64:0F:23,2015-10-20T11:50:40-03:00,Unknown,-91,SODET,2015-10-20T11:51:17-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
00:22:FB:52:E4:F6,2015-10-20T10:30:33-03:00,Intel Corporate,-81,sgpNET,2015-10-20T11:51:08-03:00,001,,,,,1445352679
38:59:F9:29:E7:C7,2015-10-20T10:30:17-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-77,sgpNET,2015-10-20T11:51:10-03:00,001,,,,,1445352679
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-73,,2015-10-20T11:51:14-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-67,,2015-10-20T11:51:17-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-63,,2015-10-20T11:51:17-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-67,,2015-10-20T11:51:17-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-49,,2015-10-20T11:51:17-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-53,SODET,2015-10-20T11:51:17-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
40:0E:85:2C:A9:7C,2015-10-20T10:34:07-03:00,"Samsung Electro Mechanics co.,LTD.",-49,SODET,2015-10-20T11:51:09-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
C8:6F:1D:0E:47:96,2015-10-20T10:46:03-03:00,Apple,-49,IKW-WIFI,2015-10-20T11:51:09-03:00,001,,,,,1445352679
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-45,,2015-10-20T11:51:17-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-21,SODET,2015-10-20T11:51:14-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352679
E0:B9:A5:42:94:43,2015-10-20T11:42:51-03:00,Azurewave,-89,SDEC,2015-10-20T11:51:27-03:00,001,,,,,1445352689
A0:99:9B:64:0F:23,2015-10-20T11:50:40-03:00,Unknown,-91,SODET,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-79,SODET,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
18:83:31:06:69:40,2015-10-20T10:41:04-03:00,"Samsung Electronics Co.,Ltd",-87,,2015-10-20T11:51:19-03:00,001,,,,,1445352689
CC:3A:61:AB:93:68,2015-10-20T11:51:22-03:00,"SAMSUNG ELECTRO MECHANICS CO., LTD.",-87,,2015-10-20T11:51:22-03:00,001,,,,,1445352689
E4:8B:7F:EB:95:D1,2015-10-20T10:37:32-03:00,Apple,-75,SODET,2015-10-20T11:51:24-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
8C:3A:E3:09:8C:83,2015-10-20T10:29:38-03:00,LG Electronics,-71,,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-67,,2015-10-20T11:51:24-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-63,,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-63,,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-53,SODET,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
00:80:92:B7:C7:1B,2015-10-20T10:29:57-03:00,"Silex Technology, Inc.",-51,,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-57,,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
C0:BD:D1:E7:5B:03,2015-10-20T10:30:15-03:00,"Samsung Electro Mechanics co., LTD.",-45,,2015-10-20T11:51:22-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-41,,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
9C:D9:17:E0:7B:29,2015-10-20T10:31:33-03:00,Motorola Mobility LLC,-37,SODET,2015-10-20T11:51:27-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445352689
56:EE:1F:10:6B:FE,2015-10-20T11:36:46-03:00,Unknown,-83,,2015-10-20T11:36:59-03:00,001,,,,,1445351831
14:1A:A3:6C:7C:80,2015-10-20T10:29:54-03:00,Motorola Mobility LLC,-85,,2015-10-20T11:37:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
E4:8B:7F:EB:95:D1,2015-10-20T10:37:32-03:00,Apple,-69,SODET,2015-10-20T11:37:02-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
2C:59:E5:BE:1B:43,2015-10-20T10:29:38-03:00,Hewlett Packard,-65,,2015-10-20T11:37:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
5C:51:88:D4:43:F1,2015-10-20T10:30:15-03:00,Unknown,-61,,2015-10-20T11:37:06-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
44:80:EB:B9:BA:C0,2015-10-20T10:29:42-03:00,Unknown,-57,"SODET,TIM Wi-Fi SIM,CLARO-WIFI,Personal EAP,MOVISTAR WIFI,VIVO-WIFI,GVT-809E,TSI@ccess-38601 (4141-2433),SODET SP,WZ-HOTEIS",2015-10-20T11:37:05-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
F4:F1:E1:7C:25:02,2015-10-20T10:29:51-03:00,Motorola Mobility LLC,-55,,2015-10-20T11:37:05-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
E0:75:7D:84:32:0B,2015-10-20T10:29:44-03:00,Motorola Mobility LLC,-57,,2015-10-20T11:37:01-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
7C:E9:D3:CA:9D:C4,2015-10-20T10:29:38-03:00,"Hon Hai Precision Ind. Co.,Ltd.",-55,SODET,2015-10-20T11:37:08-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
F0:27:65:58:21:84,2015-10-20T10:30:02-03:00,"Murata Manufactuaring Co.,Ltd.",-61,SODET,2015-10-20T11:37:03-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
68:17:29:50:0B:04,2015-10-20T10:29:39-03:00,Intel Corporate,-53,,2015-10-20T11:37:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
40:0E:85:2C:A9:7C,2015-10-20T10:34:07-03:00,"Samsung Electro Mechanics co.,LTD.",-51,SODET,2015-10-20T11:37:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
68:17:29:00:30:48,2015-10-20T10:29:38-03:00,Intel Corporate,-45,,2015-10-20T11:37:07-03:00,001,DC:9F:DB:B2:56:65,SODET,,,1445351831
EC:88:92:41:8A:E6,2015-10-20T11:37:04-03:00,Motorola Mobility LLC,-87,,2015-10-20T11:37:04-03:00,001,,,,,1445351831
F8:CF:C5:88:57:4E,2015-10-20T11:37:13-03:00,Unknown,-87,"oncologia interno,The Mall at Millenia WiFi,BuschGardensWiFi,Linktel Wifi,NET-VIRTUA-WIFI,GVT-0F92,TACARUNA,XT1058 9947,PACOALFANDEGA,WiFi_ShoppingRecife",2015-10-20T11:37:13-03:00,001,,,,,1445351841
FA:7E:79:32:AC:1D,2015-10-20T11:35:58-03:00,Unknown,-85,,2015-10-20T11:37:08-03:00,001,,,,,1445351841
56:EE:1F:10:6B:FE,2015-10-20T11:36:46-03:00,Unknown,-83,,2015-10-20T11:37:12-03:00,001,,,,,1445351841
